historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,production_cost,procurement_source,safety_risk
106,375,635.12,90.97,4.19,15,72.26,253.13,42.71,6173.29,External,High
102,3333,474.61,58.69,1.25,30,85.47,267.82,36.21,4274.94,External,High
547,3924,850.36,78.72,1.98,19,72.45,92.7,49.65,3738.9,InHouse,Low
598,4731,507.55,63.91,4.97,3,105.8,170.58,11.72,3316.1,InHouse,High
306,802,274.01,57.25,4.05,6,37.19,69.35,19.99,3810.25,InHouse,Low
906,2983,943.88,91.77,4.06,1,60.34,228.5,30.17,8228.48,InHouse,High
348,4034,214.12,51.51,2.06,24,84.66,23.52,16.43,8957.16,External,Low
180,1341,301.88,86.08,4.99,23,108.54,195.73,46.77,5850.92,External,Medium
565,4878,436.71,99.91,1.41,26,74.06,179.39,12.36,5425.87,InHouse,High
369,144,851.95,76.0,1.17,29,21.49,257.42,16.98,2590.93,InHouse,Medium
136,4899,615.86,97.99,4.23,5,105.64,142.58,41.28,5049.77,InHouse,Low
780,2022,224.71,62.44,3.44,24,118.85,69.46,5.06,9957.88,External,Low
653,1592,799.76,56.89,3.78,18,119.61,292.15,48.47,3787.53,External,High
504,4700,682.31,87.64,4.58,10,33.55,175.72,34.48,1017.17,InHouse,High
305,1053,302.09,56.64,3.87,29,37.09,200.57,5.25,8088.36,External,High
139,1792,271.64,99.85,1.48,9,49.81,137.29,14.01,9683.19,External,High
503,3041,637.15,51.84,4.12,24,24.31,128.06,39.82,5863.82,InHouse,Low
388,2269,884.12,63.05,4.94,1,69.65,15.88,45.11,4534.07,External,Medium
438,4453,690.37,83.29,1.82,25,41.63,123.43,19.65,4898.44,InHouse,Low
447,996,740.64,97.07,2.81,21,77.5,13.75,11.65,4820.62,External,High
904,1595,972.99,52.46,4.24,29,42.7,252.42,23.44,6521.34,InHouse,Medium
622,2364,624.32,89.35,2.0,29,84.24,219.33,20.48,1630.18,External,Medium
882,4127,957.29,68.25,2.27,1,29.59,286.33,29.98,1249.82,External,High
663,956,811.53,88.77,3.78,26,113.19,123.82,21.58,4797.05,InHouse,Medium
397,4811,770.47,54.07,4.77,24,62.87,255.02,39.31,7820.08,InHouse,High
346,4674,883.65,78.63,1.63,30,101.09,151.86,36.73,2269.15,InHouse,Low
805,390,520.9,91.82,3.17,30,102.61,200.65,22.88,5930.07,InHouse,High
449,1195,439.33,73.43,3.96,10,65.32,147.54,16.42,3922.52,InHouse,High
212,4240,397.64,94.79,3.08,9,22.57,29.01,45.95,2937.39,External,High
784,3613,752.56,98.85,1.47,2,92.68,281.73,13.33,9621.69,InHouse,High
776,3706,238.91,68.26,4.69,10,33.98,106.23,16.09,2345.75,External,High
706,979,993.92,93.45,1.13,19,23.65,24.65,24.6,8739.65,External,High
281,4331,182.5,92.4,4.96,25,87.61,113.16,30.93,7607.9,External,High
958,3991,666.89,57.32,1.13,16,67.5,220.09,14.66,6383.87,InHouse,Medium
406,2867,771.88,99.57,3.73,13,54.8,17.51,6.96,2581.23,InHouse,Medium
877,854,772.46,63.72,4.85,12,107.42,173.98,20.94,9444.39,InHouse,Low
348,2917,589.73,86.42,1.61,4,106.92,137.96,5.78,4725.12,InHouse,High
760,1291,239.03,72.2,3.46,30,62.26,226.12,8.55,2409.92,InHouse,Low
107,4628,730.39,82.68,4.98,15,55.02,244.23,43.1,8731.37,External,High
480,233,163.55,75.67,4.38,29,50.71,176.99,12.35,2478.4,External,Low
745,119,741.66,87.04,3.81,7,93.14,245.32,7.6,4965.6,InHouse,Low
431,3504,355.4,55.95,4.93,11,48.8,109.69,20.42,9540.6,External,Medium
751,1217,357.16,68.73,3.02,26,34.45,86.48,38.0,4182.09,External,Low
248,3657,407.22,59.47,2.16,5,77.27,86.39,46.88,6316.28,InHouse,Medium
405,2958,274.96,92.65,1.28,24,28.57,123.24,34.44,8424.06,InHouse,Medium
866,4614,331.1,60.76,3.74,27,45.07,295.18,24.88,1782.1,InHouse,Low
77,4805,961.85,66.99,3.98,24,53.76,156.04,7.62,3681.03,External,High
609,4575,999.01,54.64,4.3,7,60.22,108.23,47.99,8652.35,External,Medium
887,3196,646.42,62.5,1.22,10,29.39,291.42,48.57,2152.67,External,Medium
925,2820,563.7,93.11,4.93,13,89.38,257.29,43.13,3985.23,InHouse,Low
337,4156,703.78,87.49,4.5,5,108.45,183.0,6.79,6293.83,External,Low
669,3992,353.51,75.8,1.16,12,43.34,252.96,6.34,9210.2,InHouse,Medium
533,2743,130.43,53.33,1.02,21,114.65,48.91,39.16,7766.4,InHouse,Medium
991,1149,912.32,51.96,4.17,17,73.95,166.79,38.18,2091.34,InHouse,Low
205,1791,960.91,53.07,4.85,2,89.69,163.29,13.17,8686.6,External,Medium
288,170,323.3,63.58,3.3,18,41.57,152.9,25.06,8769.98,InHouse,High
146,4095,599.88,60.69,3.9,14,32.0,287.19,34.89,7065.97,External,High
927,3652,984.09,52.89,2.93,20,73.48,243.25,45.69,7875.1,InHouse,Medium
574,746,946.99,83.42,3.62,17,107.61,177.32,33.77,4630.08,InHouse,High
881,4984,289.65,73.63,4.35,11,47.4,234.58,9.34,8040.6,External,Low
119,4742,806.03,95.1,1.36,12,109.79,31.48,18.37,5848.68,External,High
623,180,631.41,79.26,2.49,20,78.16,197.22,33.34,2947.68,External,Medium
594,3933,766.61,71.42,2.1,18,84.66,144.53,20.17,7173.87,InHouse,High
782,4151,682.8,60.22,4.9,27,20.36,163.73,41.88,1809.48,InHouse,High
328,1550,394.25,86.41,1.92,6,69.39,175.39,7.64,9566.49,External,Low
716,2381,546.49,98.94,3.24,1,51.85,273.37,33.18,3961.13,InHouse,Low
967,2647,325.46,61.73,4.24,1,21.52,53.71,5.08,7361.79,External,High
505,1282,364.87,87.83,2.85,23,55.3,129.0,41.82,4778.5,External,Medium
224,1144,927.53,70.56,3.48,17,28.65,41.32,20.83,3571.4,External,High
216,3017,639.99,96.34,2.03,14,119.69,134.99,16.67,5365.63,InHouse,Medium
829,3718,821.45,89.93,4.38,22,41.18,128.32,23.87,7968.31,External,High
463,4960,532.3,90.0,2.16,28,26.97,137.22,11.98,8887.68,InHouse,High
277,4341,104.56,97.95,1.07,21,24.53,110.52,28.72,2995.95,External,Medium
990,2613,132.08,53.82,3.98,17,85.78,11.58,36.95,5059.7,External,Medium
160,4045,283.73,90.71,3.65,4,68.25,85.73,31.98,2372.99,External,Medium
485,1507,732.17,50.35,3.43,17,39.5,17.35,7.82,8243.86,InHouse,Low
458,4428,426.74,92.01,2.82,3,64.91,247.39,8.0,2210.7,InHouse,High
995,3832,309.28,67.31,1.04,17,106.66,112.65,34.8,1453.65,External,Medium
111,1440,407.06,96.83,2.68,19,31.87,27.8,27.6,2806.24,InHouse,Low
648,3092,495.68,67.08,2.73,22,28.87,95.28,46.22,9456.07,External,Medium
860,2372,751.17,62.81,4.51,4,41.54,14.91,24.95,1432.41,External,High
497,4585,124.35,99.5,2.2,27,62.94,165.16,12.71,2755.38,External,Low
481,4458,813.62,89.86,3.28,28,68.73,293.17,34.11,8266.15,External,Medium
497,1994,230.33,83.49,1.79,19,106.0,259.41,24.75,2353.74,External,Medium
825,1116,777.54,64.02,1.8,28,116.82,224.89,34.02,4746.79,External,Low
653,4622,728.7,50.81,3.59,11,61.0,233.51,22.14,2042.35,External,Low
189,503,864.33,96.36,3.58,7,58.29,263.53,41.24,3271.0,InHouse,High
181,1337,991.58,88.03,4.55,5,60.92,176.17,23.41,3682.28,External,Medium
104,2168,495.99,81.97,4.48,28,62.19,244.48,49.39,2083.86,External,High
385,815,217.03,51.89,4.63,28,88.69,25.25,43.24,4805.21,External,High
358,3068,688.37,56.41,4.0,16,116.99,278.64,47.66,5986.35,External,Medium
399,1665,264.28,76.07,1.98,29,64.78,124.84,49.14,9469.41,InHouse,Medium
559,4727,311.81,51.27,1.57,27,70.8,246.07,32.58,6344.32,External,Medium
493,502,306.77,92.51,4.96,26,94.32,299.76,16.76,6962.25,InHouse,Medium
787,1761,599.73,76.7,2.79,4,115.25,251.22,39.84,8359.38,InHouse,Low
693,2840,482.74,85.79,3.32,26,87.61,78.42,15.98,3153.25,External,Medium
646,2124,165.91,78.58,1.27,11,51.77,221.63,46.51,6728.17,External,Low
493,2016,262.74,76.89,3.48,13,114.05,90.72,27.21,1813.8,External,Low
464,1317,523.36,67.28,3.17,20,38.28,11.91,45.35,6673.48,InHouse,Medium
875,4191,659.09,74.75,2.62,5,101.19,148.36,46.95,3521.81,External,Medium
457,2712,730.04,57.33,4.0,26,55.62,279.83,10.62,5175.73,External,Medium
856,1919,371.55,71.4,2.72,30,76.87,131.3,22.5,3125.11,External,Medium
717,1538,442.68,94.7,3.93,5,50.84,168.91,42.67,6139.0,InHouse,Low
707,754,730.54,93.73,4.17,3,102.85,227.48,9.73,9408.58,External,Medium
317,3355,311.19,60.98,3.91,18,73.15,72.96,25.56,2203.89,External,Medium
718,4961,891.5,68.42,2.47,23,97.7,253.99,30.79,8718.06,External,Low
155,3510,816.06,70.71,4.67,27,41.41,32.64,10.7,5402.04,External,Medium
557,352,569.81,64.04,4.35,1,92.87,266.75,28.87,9900.07,InHouse,High
88,2911,693.15,57.9,2.43,29,113.49,67.07,13.22,2567.49,InHouse,Low
575,215,429.0,67.13,4.28,11,25.0,85.57,23.61,5639.48,InHouse,Medium
52,2837,594.64,87.09,3.14,1,28.16,114.6,18.21,6386.12,External,Medium
773,1876,858.51,67.95,1.79,20,66.45,168.0,49.04,7136.62,External,High
277,3156,954.54,95.92,1.41,17,25.76,173.27,6.54,9618.97,External,Low
500,4568,114.5,63.17,1.17,4,31.44,81.89,45.1,7686.59,InHouse,Low
399,2615,207.42,76.33,4.75,15,70.91,115.9,49.6,8984.15,InHouse,High
971,4415,572.49,83.69,4.56,12,89.27,236.73,9.76,7469.42,External,Medium
808,4003,183.22,74.39,2.79,1,53.58,75.93,20.84,5499.38,InHouse,Low
187,3159,506.27,74.02,4.79,22,21.84,207.87,11.45,5903.38,InHouse,Medium
551,967,659.12,58.8,3.22,18,86.94,111.08,40.75,2796.92,InHouse,Medium
977,2563,143.0,55.91,4.81,10,85.25,122.42,49.0,8991.38,InHouse,Low
215,2288,114.61,69.42,4.87,14,32.2,183.03,35.22,5698.81,InHouse,Medium
619,399,244.73,57.33,4.27,9,44.43,206.6,15.77,5157.3,InHouse,High
297,1363,540.22,50.3,1.25,1,70.53,157.06,8.01,9936.13,InHouse,Medium
230,3343,595.26,57.81,4.06,1,61.36,178.75,5.51,5293.01,External,High
948,3209,452.81,60.1,2.07,12,104.16,227.35,31.15,3844.03,External,High
794,1279,898.6,64.8,4.54,4,97.01,33.62,37.45,2068.83,External,Low
475,3125,537.29,55.47,3.81,23,32.8,195.47,9.84,3480.4,External,Low
611,2778,176.36,75.21,3.62,18,42.16,268.59,48.03,8299.36,External,Medium
554,1317,103.74,92.94,2.71,11,85.82,284.99,20.72,8060.71,InHouse,High
270,2070,838.26,77.26,1.7,30,53.45,232.81,27.92,3369.55,External,Medium
418,3588,138.33,51.33,1.49,28,24.49,47.35,42.86,3375.79,External,High
452,2889,286.4,50.38,4.95,15,100.36,173.13,11.36,8065.85,External,Medium
390,2898,596.18,90.86,4.23,4,38.43,264.18,17.01,8932.29,InHouse,Low
735,3859,782.78,61.88,2.54,25,80.8,167.49,23.02,1512.17,External,Low
534,2481,667.64,52.14,1.84,13,92.53,212.73,35.41,3377.2,External,Low
864,836,301.14,57.73,1.85,19,104.21,169.88,39.02,1937.86,InHouse,Low
384,4494,734.09,58.81,1.05,4,54.92,263.19,31.13,8240.67,InHouse,Medium
610,1120,955.23,68.98,2.84,21,92.87,260.15,21.23,8207.3,InHouse,Low
531,2066,236.97,96.47,2.97,9,89.45,178.04,45.83,8306.59,External,Medium
145,2445,607.45,69.03,3.99,2,74.5,19.4,8.57,8421.53,External,Medium
412,1983,140.24,73.77,2.32,17,26.75,100.12,41.7,9562.41,External,Medium
241,2117,181.72,65.0,3.54,21,109.08,186.9,46.97,8257.92,InHouse,Medium
432,1126,912.11,58.2,3.51,19,52.79,147.79,22.67,4439.33,InHouse,Medium
474,4967,691.56,92.59,1.36,24,76.63,244.74,41.48,2640.62,External,Low
935,321,948.9,99.8,3.3,25,35.56,251.66,20.48,6941.61,External,Low
255,1086,718.25,94.86,2.08,11,65.06,280.61,14.07,5778.86,InHouse,High
315,4642,698.47,64.79,2.21,2,32.62,136.64,48.39,5945.31,InHouse,Medium
461,2891,348.9,54.06,3.24,9,118.63,236.54,35.8,1829.68,External,Low
989,4040,916.56,52.25,2.76,14,37.49,55.37,7.71,2621.63,InHouse,High
642,1344,262.12,51.23,1.83,2,117.35,225.89,25.46,2570.21,External,Medium
537,1477,939.14,94.09,1.18,19,96.28,88.12,28.01,7085.37,InHouse,Medium
509,496,773.73,61.96,4.58,21,41.81,120.71,14.75,5879.7,InHouse,Low
384,4387,943.94,90.84,2.49,27,107.52,16.6,39.02,9913.93,InHouse,Medium
59,4585,506.96,90.89,1.38,4,72.27,136.34,45.12,9044.53,External,Medium
810,4156,690.39,71.73,2.33,30,100.41,58.04,12.15,2625.73,InHouse,Low
289,3781,862.03,96.36,1.91,4,117.93,197.56,18.96,8430.56,InHouse,Medium
605,2162,138.35,91.35,4.01,11,105.5,188.81,41.37,6291.21,InHouse,High
676,4415,526.3,78.24,4.04,6,71.25,25.54,17.25,4948.55,InHouse,Low
294,4951,486.76,79.6,4.83,17,108.7,16.87,36.73,2279.29,InHouse,Medium
982,3727,586.13,87.02,1.45,26,93.97,238.75,16.76,7272.09,External,High
460,1040,244.45,96.07,4.15,28,27.78,77.11,19.97,2762.41,External,Medium
789,1262,947.5,55.15,2.48,10,25.37,87.4,48.08,2423.15,External,High
479,2479,611.17,87.46,4.34,26,98.79,240.43,33.09,3921.78,InHouse,Medium
524,2275,469.11,57.74,2.4,4,80.03,182.77,45.34,7329.36,External,Medium
340,4013,499.52,57.34,3.44,30,35.19,96.39,17.74,7048.75,External,Low
898,387,905.2,52.36,3.02,11,43.84,91.44,39.85,6767.68,External,Medium
93,4562,984.31,57.73,2.35,1,68.34,218.46,9.25,4164.59,External,Low
741,2226,419.79,78.64,1.54,13,24.54,46.81,25.63,4175.86,External,Medium
273,3957,408.37,98.81,3.14,18,39.23,214.07,18.1,4608.75,External,Low
990,3316,780.7,56.25,2.49,27,79.32,129.44,43.77,5638.22,InHouse,Medium
961,564,188.12,74.16,1.19,7,77.47,132.23,24.74,7163.3,External,Low
927,4746,721.38,78.12,3.71,13,112.24,196.18,36.77,1812.74,External,Medium
781,167,612.54,89.61,4.34,14,30.97,288.12,7.23,6682.74,External,High
406,3129,819.16,84.21,1.45,24,81.54,82.62,9.55,9561.87,External,Medium
812,393,938.66,59.08,1.48,6,20.63,209.51,9.36,4468.75,InHouse,High
581,4198,698.94,89.11,4.22,5,32.8,178.36,27.83,2335.47,External,High
534,1292,100.27,73.24,4.17,6,43.56,230.19,48.0,8153.69,External,High
206,1619,277.4,53.92,3.69,29,63.66,63.42,41.7,9129.37,InHouse,Low
297,3212,893.11,99.51,1.49,25,79.04,16.91,38.72,1080.04,InHouse,High
286,3981,889.53,66.88,4.24,10,54.47,296.66,40.38,3160.39,External,High
451,843,452.63,64.1,4.26,30,41.23,172.88,42.3,4617.04,InHouse,Medium
712,4706,256.43,51.83,3.19,24,109.08,116.27,44.53,8301.48,External,Low
847,1701,903.2,68.35,4.32,19,89.58,247.72,39.49,9508.93,InHouse,Medium
296,3308,224.67,80.7,4.15,30,115.27,169.38,39.19,7067.73,External,High
304,969,646.84,75.51,1.32,19,78.17,139.66,38.72,6855.16,External,High
180,1158,153.68,84.28,4.92,28,42.93,266.98,49.65,6144.63,InHouse,High
522,4060,428.81,72.62,2.04,4,102.93,249.05,45.47,1485.46,InHouse,Low
881,4998,480.89,73.25,3.26,8,113.65,12.93,26.77,4723.11,External,Low
488,2938,822.81,93.91,3.71,7,34.32,169.88,41.67,5815.63,InHouse,High
145,3094,268.51,64.62,3.88,23,24.29,60.78,7.37,9125.8,InHouse,High
554,1150,857.11,70.72,4.71,18,40.77,120.09,24.25,2776.74,InHouse,High
938,4377,408.49,66.08,2.21,6,48.53,135.9,42.66,2920.76,External,High
790,2110,880.28,77.96,3.35,6,23.64,48.46,44.06,6903.12,InHouse,High
481,2469,706.59,81.75,3.76,13,89.3,52.1,22.64,3592.58,InHouse,Low
258,2538,438.01,61.57,1.29,13,79.74,46.83,48.82,7965.85,InHouse,High
575,4540,977.38,86.24,1.44,11,45.33,213.45,12.2,1182.36,External,High
320,2926,258.07,76.87,2.82,27,79.13,237.35,35.91,5144.23,External,Medium
216,3202,638.44,71.73,3.05,17,58.35,90.51,44.12,5599.48,InHouse,Low
182,4029,873.02,68.03,3.06,4,108.59,201.65,48.76,2677.2,External,High
675,3892,180.51,55.22,2.68,30,55.44,185.65,11.64,5840.49,InHouse,Low
254,4152,843.68,65.9,4.51,13,119.45,33.71,43.18,9845.47,External,Medium
959,1716,615.1,99.46,4.32,3,82.94,68.63,31.82,2564.38,InHouse,Low
302,1184,325.79,86.75,2.34,2,111.2,233.28,35.53,6898.35,External,Medium
691,1192,640.89,80.28,4.49,19,65.87,180.67,5.36,4856.94,InHouse,High
198,4066,128.58,59.46,2.59,19,98.77,34.86,28.13,4324.61,External,High
242,3660,246.05,59.67,4.4,10,100.24,274.69,29.83,3728.62,External,Medium
145,4739,956.77,60.97,4.14,29,23.56,184.88,6.2,2547.54,InHouse,Low
608,1532,277.66,51.91,1.26,14,96.26,63.65,25.65,2325.09,InHouse,Low
849,3699,245.45,57.73,3.22,5,76.31,229.25,48.64,8890.43,External,Medium
78,4140,338.08,56.63,1.93,26,93.3,166.58,33.09,2011.88,External,High
964,1413,260.92,74.36,1.41,7,43.94,235.67,26.66,7033.79,InHouse,Medium
882,871,860.49,51.82,2.86,30,65.1,164.35,19.97,9218.11,External,High
528,4369,387.23,76.46,1.68,26,107.07,247.12,25.19,5541.19,InHouse,Medium
787,4399,248.19,64.19,2.97,20,88.46,64.83,49.08,6790.44,InHouse,Medium
786,573,174.77,76.32,4.0,30,104.05,55.92,49.07,9024.83,External,High
887,1929,354.57,53.62,3.02,7,117.47,48.3,43.23,7398.07,InHouse,Low
172,982,167.39,87.8,3.57,20,39.72,271.82,22.7,9894.1,External,Low
960,361,165.5,58.19,2.09,16,20.78,246.57,23.62,5375.7,External,Low
610,3214,734.77,89.2,1.99,14,44.76,18.33,40.17,5784.66,External,Medium
747,1284,623.25,52.94,4.34,28,59.57,201.59,17.59,1050.64,External,Medium
793,3686,712.08,54.52,2.59,21,46.4,100.13,13.26,1370.35,External,Low
350,1469,102.41,75.61,4.49,22,90.25,128.26,46.96,9553.29,External,Medium
724,3702,881.91,51.0,1.9,5,59.92,35.83,38.0,8553.34,InHouse,Low
732,4881,505.0,83.25,2.69,18,86.04,152.36,36.45,4275.87,InHouse,Low
433,1552,359.56,63.47,3.25,15,45.08,271.99,23.16,9657.88,InHouse,Medium
198,1819,824.52,55.64,4.46,4,62.98,166.94,31.64,2610.11,InHouse,Low
796,4745,117.87,88.56,1.47,20,21.1,292.73,12.65,4593.76,External,Medium
159,308,789.3,68.95,2.47,9,41.65,240.8,18.77,4793.95,External,Medium
579,1242,128.96,50.64,1.95,23,96.44,298.83,10.9,3782.94,InHouse,Low
632,1853,740.77,66.75,2.75,22,77.59,150.52,10.44,2244.36,InHouse,Low
835,560,195.29,97.99,1.43,3,74.78,151.38,8.78,5360.18,InHouse,High
222,2344,569.86,53.88,4.88,12,73.89,28.59,37.03,9949.21,InHouse,High
118,519,446.5,75.66,3.11,7,69.0,108.22,50.0,4632.07,External,Low
784,1599,422.07,82.07,1.49,17,79.7,219.91,23.85,1980.88,InHouse,High
365,925,615.72,89.88,1.67,30,71.53,32.1,19.29,1156.88,External,Low
571,796,409.76,63.72,1.62,11,67.45,279.61,15.4,6547.91,External,High
904,4503,966.39,56.4,2.79,12,117.35,236.63,43.91,8877.0,External,High
299,532,767.6,62.63,4.35,16,26.59,145.43,47.63,3977.54,External,High
381,251,736.44,58.01,3.84,24,88.63,212.64,22.55,9680.11,InHouse,High
560,1266,371.3,81.15,4.37,25,103.47,66.44,39.42,4790.1,External,High
805,4486,490.1,76.0,4.48,10,87.05,25.47,34.1,6948.13,External,High
218,4520,635.39,87.24,4.1,5,83.79,125.61,46.81,4137.75,External,Medium
799,1817,436.43,86.43,2.7,30,113.22,133.78,46.92,6473.41,InHouse,Medium
308,105,123.09,99.22,1.16,22,99.37,188.83,20.75,5919.85,External,Low
667,630,255.21,85.78,3.93,6,66.85,195.85,15.72,3380.47,InHouse,Medium
539,3770,980.58,67.1,4.91,20,35.25,145.93,48.94,3399.94,External,Medium
884,2211,893.93,63.29,3.28,6,82.47,265.77,5.44,5182.84,InHouse,Medium
480,640,779.97,78.25,3.22,27,103.49,252.88,23.17,7407.58,InHouse,Low
403,1158,146.44,95.66,1.56,16,62.57,54.39,46.7,5972.96,InHouse,Low
536,2380,852.77,50.56,1.08,12,52.12,282.53,40.82,3223.98,External,Low
587,4920,223.71,74.28,4.04,23,25.36,109.28,34.75,5958.09,InHouse,Medium
56,4604,401.44,89.22,1.68,15,38.46,36.06,9.51,5474.3,InHouse,High
618,3273,248.17,58.64,3.33,8,34.59,163.97,20.82,7434.85,External,Low
163,4481,824.85,68.78,1.15,9,105.56,276.52,31.57,3463.51,InHouse,Medium
874,2685,185.5,86.56,3.96,22,70.03,249.15,22.34,7704.21,InHouse,Low
307,2552,948.92,68.75,2.66,8,85.38,203.22,13.75,6880.37,InHouse,High
429,1973,411.63,81.33,4.91,17,64.74,116.93,16.98,6891.07,InHouse,Medium
831,254,360.4,96.89,2.68,5,28.94,21.37,7.53,3189.54,External,Medium
350,867,456.41,52.29,3.7,13,22.35,93.99,22.36,1257.13,External,Medium
106,2330,418.6,71.63,1.78,1,106.87,87.05,48.93,4543.08,External,Medium
766,1683,470.14,52.55,4.35,12,107.08,10.36,30.19,4506.38,External,High
449,3452,724.46,78.08,2.37,22,114.76,225.3,25.45,1366.73,External,High
329,322,737.99,85.49,1.43,17,66.23,29.31,45.89,4243.15,InHouse,Low
641,1825,559.11,66.71,1.09,17,54.56,16.71,35.13,8933.95,InHouse,High
163,2106,814.46,57.7,3.06,4,72.28,124.37,39.13,5662.8,InHouse,Medium
650,3985,132.71,80.24,4.94,18,66.29,99.1,41.8,6480.33,InHouse,Medium
980,1604,547.1,77.91,4.09,3,90.69,150.35,36.79,3720.34,External,Medium
635,2786,485.61,95.49,2.01,10,33.19,294.03,31.19,8875.52,InHouse,Medium
463,2765,541.26,94.45,4.03,30,103.99,187.91,31.53,9815.51,External,High
50,2842,339.55,61.42,1.63,8,71.8,205.3,10.77,5938.47,InHouse,High
304,1716,792.37,94.67,1.54,2,77.32,95.0,12.05,5068.58,InHouse,Medium
255,3439,685.13,64.55,4.9,9,46.41,234.76,12.69,2767.37,InHouse,Medium
889,2874,327.1,62.33,4.71,3,64.78,143.66,22.46,4954.55,External,Low
500,2587,498.75,52.94,1.03,25,67.63,52.43,16.72,8120.2,InHouse,High
385,129,495.9,99.13,2.1,4,29.49,158.07,38.21,5626.33,InHouse,Medium
112,3670,790.13,90.24,1.85,4,110.06,198.2,47.3,2965.66,External,Medium
535,101,660.49,55.11,4.15,12,98.37,270.97,41.35,8191.15,External,Medium
840,1894,610.43,86.27,2.7,3,57.16,105.11,47.93,8399.51,External,Medium
154,476,638.33,78.72,3.68,4,76.51,22.8,6.51,6226.66,External,Medium
540,1212,231.89,67.84,1.74,11,28.33,190.76,19.65,5081.36,InHouse,Medium
799,2843,309.07,82.15,3.96,9,93.63,261.23,36.02,7568.95,InHouse,Low
622,840,432.75,53.28,1.35,15,103.91,51.21,12.43,2154.07,External,High
367,1620,478.89,69.69,1.16,6,119.12,229.37,15.71,5536.84,External,High
376,3140,865.94,91.65,4.86,9,89.78,217.11,16.62,6234.23,InHouse,Medium
271,2923,813.33,76.51,1.36,23,118.66,52.25,32.32,5884.07,InHouse,Low
812,1218,634.15,57.67,2.48,11,53.71,88.74,29.54,3838.65,External,High
374,2163,587.7,51.93,2.1,2,54.98,123.05,25.45,6716.52,External,High
873,4639,653.6,88.31,2.2,21,114.58,182.88,9.39,4300.72,InHouse,Low
706,2010,183.62,58.56,4.9,11,35.6,115.17,12.79,9548.63,InHouse,Low
332,4002,599.28,92.26,3.16,17,115.01,76.3,47.14,7620.95,External,High
648,4827,456.07,59.22,4.81,2,20.04,257.59,12.24,1583.95,InHouse,High
849,4787,151.31,83.51,2.54,30,39.62,67.15,27.23,9737.17,External,High
575,4133,586.38,74.26,1.56,25,59.07,34.27,18.9,3660.62,InHouse,Low
726,4590,554.48,68.83,1.64,12,38.43,180.54,12.33,7193.14,InHouse,High
731,1314,676.44,92.38,2.59,10,26.85,278.17,44.07,2120.98,External,High
707,2038,572.59,75.47,4.38,25,68.51,73.67,21.58,3621.95,InHouse,Low
820,3158,103.46,57.3,3.49,18,60.03,234.19,46.21,7855.75,External,Medium
715,1311,873.88,71.47,2.47,2,30.92,72.95,20.02,5790.23,External,Low
983,886,876.76,95.0,3.08,15,83.33,15.05,40.76,2078.22,InHouse,High
110,4023,682.0,92.8,2.58,1,96.68,245.83,34.36,6419.84,External,High
183,2613,110.39,71.7,2.79,27,77.64,221.28,6.92,8269.28,External,Medium
463,3318,291.37,79.71,1.06,6,36.25,116.5,23.09,3689.89,InHouse,High
654,3079,450.66,84.29,2.16,6,91.48,21.57,40.67,4201.68,External,Low
870,4893,245.32,53.0,4.76,20,22.4,47.91,6.83,1720.36,External,Medium
412,2375,285.29,78.02,4.09,11,85.17,21.64,39.84,5789.99,External,Low
334,719,842.16,72.28,3.19,2,85.77,215.29,15.81,2251.48,InHouse,Low
875,3888,424.4,51.41,3.24,23,39.68,57.88,24.19,3791.5,External,Medium
196,3783,332.25,50.64,4.95,22,65.75,236.26,26.34,2515.46,InHouse,Medium
378,1192,714.34,86.12,3.4,7,25.7,49.36,45.51,1727.1,InHouse,High
284,2095,260.89,63.87,3.89,6,46.35,80.77,19.11,7609.45,External,Low
479,1187,445.15,95.15,2.02,16,75.16,261.04,34.19,7868.28,External,High
828,4572,531.4,55.25,4.83,13,63.23,235.9,45.55,8862.84,InHouse,High
748,4136,657.23,64.92,3.73,3,26.51,66.87,5.25,2627.86,InHouse,High
191,3384,639.7,53.94,1.31,13,102.89,207.96,40.51,7410.35,External,Low
567,3488,604.74,65.64,1.8,7,57.33,143.92,14.96,1299.37,InHouse,Medium
656,3849,622.13,72.38,3.95,1,97.17,266.5,34.57,1378.07,External,Low
250,916,638.87,71.76,4.38,22,25.4,244.36,24.58,8428.22,InHouse,Medium
809,3661,595.37,92.81,1.69,13,62.06,283.61,31.12,3943.57,External,Medium
423,2872,376.69,95.13,2.9,29,83.28,224.93,16.87,6016.63,External,High
824,3399,621.95,67.62,3.29,25,33.39,238.39,16.34,8084.09,InHouse,Low
712,2341,828.58,68.93,1.18,17,60.74,274.78,15.57,9095.14,External,High
102,2004,906.34,98.79,4.58,26,83.57,232.12,8.29,5264.04,InHouse,High
894,4144,554.19,98.23,4.64,9,59.84,50.34,22.34,9452.0,InHouse,High
598,1503,712.27,70.08,4.31,30,95.5,283.78,7.88,7052.19,InHouse,Low
941,2113,835.24,98.54,1.1,12,35.17,142.4,44.43,7035.17,InHouse,High
485,2011,537.5,68.22,3.62,27,94.2,201.92,35.73,4240.74,InHouse,High
757,2264,489.2,85.71,4.91,24,67.79,117.69,19.91,5835.32,InHouse,Medium
481,3804,871.85,82.83,4.62,21,36.55,224.1,34.4,2239.15,External,High
929,1135,456.2,91.01,3.38,1,51.27,189.17,41.08,6951.24,InHouse,High
